Orthogroup	balsam	canaan	fraser
OG0087862	BalsamFir33115		
OG0087863	BalsamFir33122		
OG0087864	BalsamFir33128		
OG0087865	BalsamFir33140		
OG0087866	BalsamFir33148		
OG0087867	BalsamFir33181		
OG0087868	BalsamFir33205		
OG0087869	BalsamFir33212		
OG0087870	BalsamFir33240		
OG0087871	BalsamFir33245		
OG0087872	BalsamFir33257		
OG0087873	BalsamFir33264		
OG0087874	BalsamFir33282		
OG0087875	BalsamFir33293		
OG0087876	BalsamFir33329		
OG0087877	BalsamFir33351		
OG0087878	BalsamFir33352		
OG0087879	BalsamFir33366		
OG0087880	BalsamFir33397		
OG0087881	BalsamFir33454		
OG0087882	BalsamFir33470		
OG0087883	BalsamFir33504		
OG0087884	BalsamFir33505		
OG0087885	BalsamFir33517		
OG0087886	BalsamFir33530		
OG0087887	BalsamFir33537		
OG0087888	BalsamFir33548		
OG0087889	BalsamFir33549		
OG0087890	BalsamFir33561		
OG0087891	BalsamFir33631		
OG0087892	BalsamFir33647		
OG0087893	BalsamFir33664		
OG0087894	BalsamFir33680		
OG0087895	BalsamFir33695		
OG0087896	BalsamFir33729		
OG0087897	BalsamFir33735		
OG0087898	BalsamFir33756		
OG0087899	BalsamFir33770		
OG0087900	BalsamFir33789		
OG0087901	BalsamFir33795		
OG0087902	BalsamFir33798		
OG0087903	BalsamFir33832		
OG0087904	BalsamFir33858		
OG0087905	BalsamFir33863		
OG0087906	BalsamFir33867		
OG0087907	BalsamFir33874		
OG0087908	BalsamFir33878		
OG0087909	BalsamFir33881		
OG0087910	BalsamFir33932		
OG0087911	BalsamFir33940		
OG0087912	BalsamFir33956		
OG0087913	BalsamFir33990		
OG0087914	BalsamFir34002		
OG0087915	BalsamFir34022		
OG0087916	BalsamFir34045		
OG0087917	BalsamFir34072		
OG0087918	BalsamFir34082		
OG0087919	BalsamFir34083		
OG0087920	BalsamFir34116		
OG0087921	BalsamFir34172		
OG0087922	BalsamFir34176		
OG0087923	BalsamFir34182		
OG0087924	BalsamFir34204		
OG0087925	BalsamFir34214		
OG0087926	BalsamFir34251		
OG0087927	BalsamFir34254		
OG0087928	BalsamFir34258		
OG0087929	BalsamFir34259		
OG0087930	BalsamFir34268		
OG0087931	BalsamFir34275		
OG0087932	BalsamFir34282		
OG0087933	BalsamFir34284		
OG0087934	BalsamFir34294		
OG0087935	BalsamFir34300		
OG0087936	BalsamFir34304		
OG0087937	BalsamFir34316		
OG0087938	BalsamFir34356		
OG0087939	BalsamFir34360		
OG0087940	BalsamFir34371		
OG0087941	BalsamFir34383		
OG0087942	BalsamFir34384		
OG0087943	BalsamFir34388		
OG0087944	BalsamFir34436		
OG0087945	BalsamFir34449		
OG0087946	BalsamFir34454		
OG0087947	BalsamFir34458		
OG0087948	BalsamFir34464		
OG0087949	BalsamFir34473		
OG0087950	BalsamFir34501		
OG0087951	BalsamFir34504		
OG0087952	BalsamFir34526		
OG0087953	BalsamFir34537		
OG0087954	BalsamFir34545		
OG0087955	BalsamFir34550		
OG0087956	BalsamFir34582		
OG0087957	BalsamFir34621		
OG0087958	BalsamFir34624		
OG0087959	BalsamFir34695		
OG0087960	BalsamFir34700		
OG0087961	BalsamFir34707		
OG0087962	BalsamFir34723		
OG0087963	BalsamFir34728		
OG0087964	BalsamFir34738		
OG0087965	BalsamFir34760		
OG0087966	BalsamFir34761		
OG0087967	BalsamFir34764		
OG0087968	BalsamFir34793		
OG0087969	BalsamFir34800		
OG0087970	BalsamFir34811		
OG0087971	BalsamFir34819		
OG0087972	BalsamFir34846		
OG0087973	BalsamFir34859		
OG0087974	BalsamFir34880		
OG0087975	BalsamFir34883		
OG0087976	BalsamFir34888		
OG0087977	BalsamFir34925		
OG0087978	BalsamFir34933		
OG0087979	BalsamFir34937		
OG0087980	BalsamFir34941		
OG0087981	BalsamFir34953		
OG0087982	BalsamFir34965		
OG0087983	BalsamFir34968		
OG0087984	BalsamFir34988		
OG0087985	BalsamFir34989		
OG0087986	BalsamFir35059		
OG0087987	BalsamFir35073		
OG0087988	BalsamFir35100		
OG0087989	BalsamFir35111		
OG0087990	BalsamFir35121		
OG0087991	BalsamFir35146		
OG0087992	BalsamFir35189		
OG0087993	BalsamFir35204		
OG0087994	BalsamFir35208		
OG0087995	BalsamFir35257		
OG0087996	BalsamFir35283		
OG0087997	BalsamFir35286		
OG0087998	BalsamFir35293		
OG0087999	BalsamFir35312		
OG0088000	BalsamFir35335		
OG0088001	BalsamFir35352		
OG0088002	BalsamFir35372		
OG0088003	BalsamFir35373		
OG0088004	BalsamFir35382		
OG0088005	BalsamFir35396		
OG0088006	BalsamFir35431		
OG0088007	BalsamFir35436		
OG0088008	BalsamFir35449		
OG0088009	BalsamFir35452		
OG0088010	BalsamFir35455		
OG0088011	BalsamFir35500		
OG0088012	BalsamFir35546		
OG0088013	BalsamFir35586		
OG0088014	BalsamFir35587		
OG0088015	BalsamFir35601		
OG0088016	BalsamFir35613		
OG0088017	BalsamFir35620		
OG0088018	BalsamFir35622		
OG0088019	BalsamFir35628		
OG0088020	BalsamFir35640		
OG0088021	BalsamFir35652		
OG0088022	BalsamFir35653		
OG0088023	BalsamFir35657		
OG0088024	BalsamFir35660		
OG0088025	BalsamFir35661		
OG0088026	BalsamFir35676		
OG0088027	BalsamFir35685		
OG0088028	BalsamFir35710		
OG0088029	BalsamFir35714		
OG0088030	BalsamFir35735		
OG0088031	BalsamFir35750		
OG0088032	BalsamFir35753		
OG0088033	BalsamFir35755		
OG0088034	BalsamFir35772		
OG0088035	BalsamFir35781		
OG0088036	BalsamFir35783		
OG0088037	BalsamFir35808		
OG0088038	BalsamFir35810		
OG0088039	BalsamFir35835		
OG0088040	BalsamFir35838		
OG0088041	BalsamFir35844		
OG0088042	BalsamFir35860		
OG0088043	BalsamFir35914		
OG0088044	BalsamFir35936		
OG0088045	BalsamFir35939		
OG0088046	BalsamFir35953		
OG0088047	BalsamFir35959		
OG0088048	BalsamFir35979		
OG0088049	BalsamFir35999		
OG0088050	BalsamFir36041		
OG0088051	BalsamFir36074		
OG0088052	BalsamFir36083		
OG0088053	BalsamFir36096		
OG0088054	BalsamFir36112		
OG0088055	BalsamFir36115		
OG0088056	BalsamFir36128		
OG0088057	BalsamFir36136		
OG0088058	BalsamFir36167		
OG0088059	BalsamFir36171		
OG0088060	BalsamFir36178		
OG0088061	BalsamFir36188		
OG0088062	BalsamFir36193		
OG0088063	BalsamFir36195		
OG0088064	BalsamFir36201		
OG0088065	BalsamFir36209		
OG0088066	BalsamFir36223		
OG0088067	BalsamFir36237		
OG0088068	BalsamFir36242		
OG0088069	BalsamFir36250		
OG0088070	BalsamFir36255		
OG0088071	BalsamFir36279		
OG0088072	BalsamFir36297		
OG0088073	BalsamFir36353		
OG0088074	BalsamFir36371		
OG0088075	BalsamFir36388		
OG0088076	BalsamFir36397		
OG0088077	BalsamFir36446		
OG0088078	BalsamFir36456		
OG0088079	BalsamFir36461		
OG0088080	BalsamFir36473		
OG0088081	BalsamFir36476		
OG0088082	BalsamFir36486		
OG0088083	BalsamFir36494		
OG0088084	BalsamFir36505		
OG0088085	BalsamFir36523		
OG0088086	BalsamFir36540		
OG0088087	BalsamFir36550		
OG0088088	BalsamFir36629		
OG0088089	BalsamFir36641		
OG0088090	BalsamFir36658		
OG0088091	BalsamFir36662		
OG0088092	BalsamFir36669		
OG0088093	BalsamFir36683		
OG0088094	BalsamFir36691		
OG0088095	BalsamFir36695		
OG0088096	BalsamFir36733		
OG0088097	BalsamFir36765		
OG0088098	BalsamFir36766		
OG0088099	BalsamFir36827		
OG0088100	BalsamFir36834		
OG0088101	BalsamFir36842		
OG0088102	BalsamFir36846		
OG0088103	BalsamFir36856		
OG0088104	BalsamFir36870		
OG0088105	BalsamFir36901		
OG0088106	BalsamFir36904		
OG0088107	BalsamFir36909		
OG0088108	BalsamFir36912		
OG0088109	BalsamFir36914		
OG0088110	BalsamFir36915		
OG0088111	BalsamFir36920		
OG0088112	BalsamFir36942		
OG0088113	BalsamFir36955		
OG0088114	BalsamFir36976		
OG0088115	BalsamFir36991		
OG0088116	BalsamFir36992		
OG0088117	BalsamFir36999		
OG0088118	BalsamFir37004		
OG0088119	BalsamFir37061		
OG0088120	BalsamFir37085		
OG0088121	BalsamFir37094		
OG0088122	BalsamFir37105		
OG0088123	BalsamFir37115		
OG0088124	BalsamFir37133		
OG0088125	BalsamFir37163		
OG0088126	BalsamFir37167		
OG0088127	BalsamFir37172		
OG0088128	BalsamFir37193		
OG0088129	BalsamFir37206		
OG0088130	BalsamFir37227		
OG0088131	BalsamFir37280		
OG0088132	BalsamFir37298		
OG0088133	BalsamFir37331		
OG0088134	BalsamFir37336		
OG0088135	BalsamFir37340		
OG0088136	BalsamFir37343		
OG0088137	BalsamFir37348		
OG0088138	BalsamFir37358		
OG0088139	BalsamFir37364		
OG0088140	BalsamFir37381		
OG0088141	BalsamFir37383		
OG0088142	BalsamFir37416		
OG0088143	BalsamFir37423		
OG0088144	BalsamFir37424		
OG0088145	BalsamFir37436		
OG0088146	BalsamFir37439		
OG0088147	BalsamFir37499		
OG0088148	BalsamFir37519		
OG0088149	BalsamFir37533		
OG0088150	BalsamFir37542		
OG0088151	BalsamFir37568		
OG0088152	BalsamFir37580		
OG0088153	BalsamFir37587		
OG0088154	BalsamFir37593		
OG0088155	BalsamFir37595		
OG0088156	BalsamFir37615		
OG0088157	BalsamFir37637		
OG0088158	BalsamFir37642		
OG0088159	BalsamFir37658		
OG0088160	BalsamFir37669		
OG0088161	BalsamFir37670		
OG0088162	BalsamFir37692		
OG0088163	BalsamFir37700		
OG0088164	BalsamFir37701		
OG0088165	BalsamFir37704		
OG0088166	BalsamFir37737		
OG0088167	BalsamFir37745		
OG0088168	BalsamFir37749		
OG0088169	BalsamFir37761		
OG0088170	BalsamFir37790		
OG0088171	BalsamFir37817		
OG0088172	BalsamFir37819		
OG0088173	BalsamFir37837		
OG0088174	BalsamFir37843		
OG0088175	BalsamFir37844		
OG0088176	BalsamFir37846		
OG0088177	BalsamFir37852		
OG0088178	BalsamFir37863		
OG0088179	BalsamFir37897		
OG0088180	BalsamFir37913		
OG0088181	BalsamFir37915		
OG0088182	BalsamFir37925		
OG0088183	BalsamFir37926		
OG0088184	BalsamFir37945		
OG0088185	BalsamFir37957		
OG0088186	BalsamFir37963		
OG0088187	BalsamFir37966		
OG0088188	BalsamFir37970		
OG0088189	BalsamFir37983		
OG0088190	BalsamFir37988		
OG0088191	BalsamFir37996		
OG0088192	BalsamFir38000		
OG0088193	BalsamFir38033		
OG0088194	BalsamFir38081		
OG0088195	BalsamFir38097		
OG0088196	BalsamFir38109		
OG0088197	BalsamFir38134		
OG0088198	BalsamFir38154		
OG0088199	BalsamFir38155		
OG0088200	BalsamFir38175		
OG0088201	BalsamFir38181		
OG0088202	BalsamFir38196		
OG0088203	BalsamFir38205		
OG0088204	BalsamFir38208		
OG0088205	BalsamFir38217		
OG0088206	BalsamFir38228		
OG0088207	BalsamFir38258		
OG0088208	BalsamFir38262		
OG0088209	BalsamFir38273		
OG0088210	BalsamFir38279		
OG0088211	BalsamFir38293		
OG0088212	BalsamFir38300		
OG0088213	BalsamFir38308		
OG0088214	BalsamFir38368		
OG0088215	BalsamFir38402		
OG0088216	BalsamFir38407		
OG0088217	BalsamFir38408		
OG0088218	BalsamFir38416		
OG0088219	BalsamFir38422		
OG0088220	BalsamFir38441		
OG0088221	BalsamFir38449		
OG0088222	BalsamFir38464		
OG0088223	BalsamFir38471		
OG0088224	BalsamFir38478		
OG0088225	BalsamFir38504		
OG0088226	BalsamFir38518		
OG0088227	BalsamFir38521		
OG0088228	BalsamFir38531		
OG0088229	BalsamFir38534		
OG0088230	BalsamFir38570		
OG0088231	BalsamFir38586		
OG0088232	BalsamFir38605		
OG0088233	BalsamFir38610		
OG0088234	BalsamFir38615		
OG0088235	BalsamFir38627		
OG0088236	BalsamFir38641		
OG0088237	BalsamFir38675		
OG0088238	BalsamFir38678		
OG0088239	BalsamFir38702		
OG0088240	BalsamFir38710		
OG0088241	BalsamFir38721		
OG0088242	BalsamFir38728		
OG0088243	BalsamFir38776		
OG0088244	BalsamFir38781		
OG0088245	BalsamFir38795		
OG0088246	BalsamFir38849		
OG0088247	BalsamFir38873		
OG0088248	BalsamFir38877		
OG0088249	BalsamFir38894		
OG0088250	BalsamFir38902		
OG0088251	BalsamFir38911		
OG0088252	BalsamFir38917		
OG0088253	BalsamFir38933		
OG0088254	BalsamFir38956		
OG0088255	BalsamFir39006		
OG0088256	BalsamFir39017		
OG0088257	BalsamFir39037		
OG0088258	BalsamFir39043		
OG0088259	BalsamFir39101		
OG0088260	BalsamFir39127		
OG0088261	BalsamFir39128		
OG0088262	BalsamFir39143		
OG0088263	BalsamFir39157		
OG0088264	BalsamFir39171		
OG0088265	BalsamFir39176		
OG0088266	BalsamFir39199		
OG0088267	BalsamFir39222		
OG0088268	BalsamFir39233		
OG0088269	BalsamFir39235		
OG0088270	BalsamFir39236		
OG0088271	BalsamFir39246		
OG0088272	BalsamFir39274		
OG0088273	BalsamFir39296		
OG0088274	BalsamFir39304		
OG0088275	BalsamFir39308		
OG0088276	BalsamFir39314		
OG0088277	BalsamFir39336		
OG0088278	BalsamFir39349		
OG0088279	BalsamFir39370		
OG0088280	BalsamFir39385		
OG0088281	BalsamFir39400		
OG0088282	BalsamFir39422		
OG0088283	BalsamFir39424		
OG0088284	BalsamFir39430		
OG0088285	BalsamFir39446		
OG0088286	BalsamFir39448		
OG0088287	BalsamFir39480		
OG0088288	BalsamFir39482		
OG0088289	BalsamFir39490		
OG0088290	BalsamFir39503		
OG0088291	BalsamFir39519		
OG0088292	BalsamFir39530		
OG0088293	BalsamFir39541		
OG0088294	BalsamFir39543		
OG0088295	BalsamFir39545		
OG0088296	BalsamFir39553		
OG0088297	BalsamFir39559		
OG0088298	BalsamFir39561		
OG0088299	BalsamFir39576		
OG0088300	BalsamFir39577		
OG0088301	BalsamFir39594		
OG0088302	BalsamFir39601		
OG0088303	BalsamFir39623		
OG0088304	BalsamFir39635		
OG0088305	BalsamFir39647		
OG0088306	BalsamFir39652		
OG0088307	BalsamFir39653		
OG0088308	BalsamFir39654		
OG0088309	BalsamFir39669		
OG0088310	BalsamFir39676		
OG0088311	BalsamFir39682		
OG0088312	BalsamFir39693		
OG0088313	BalsamFir39697		
OG0088314	BalsamFir39704		
OG0088315	BalsamFir39706		
OG0088316	BalsamFir39713		
OG0088317	BalsamFir39719		
OG0088318	BalsamFir39742		
OG0088319	BalsamFir39748		
OG0088320	BalsamFir39757		
OG0088321	BalsamFir39758		
OG0088322	BalsamFir39759		
OG0088323	BalsamFir39774		
OG0088324	BalsamFir39791		
OG0088325	BalsamFir39793		
OG0088326	BalsamFir39815		
OG0088327	BalsamFir39821		
OG0088328	BalsamFir39828		
OG0088329	BalsamFir39835		
OG0088330	BalsamFir39845		
OG0088331	BalsamFir39879		
OG0088332	BalsamFir39888		
OG0088333	BalsamFir39891		
OG0088334	BalsamFir39896		
OG0088335	BalsamFir39930		
OG0088336	BalsamFir39936		
OG0088337	BalsamFir39937		
OG0088338	BalsamFir39939		
OG0088339	BalsamFir39947		
OG0088340	BalsamFir40007		
OG0088341	BalsamFir40020		
OG0088342	BalsamFir40027		
OG0088343	BalsamFir40038		
OG0088344	BalsamFir40039		
OG0088345	BalsamFir40053		
OG0088346	BalsamFir40071		
OG0088347	BalsamFir40074		
OG0088348	BalsamFir40092		
OG0088349	BalsamFir40104		
OG0088350	BalsamFir40133		
OG0088351	BalsamFir40140		
OG0088352	BalsamFir40144		
OG0088353	BalsamFir40165		
OG0088354	BalsamFir40167		
OG0088355	BalsamFir40169		
OG0088356	BalsamFir40181		
OG0088357	BalsamFir40187		
OG0088358	BalsamFir40206		
OG0088359	BalsamFir40243		
OG0088360	BalsamFir40245		
OG0088361	BalsamFir40247		
OG0088362	BalsamFir40255		
OG0088363	BalsamFir40256		
OG0088364	BalsamFir40257		
OG0088365	BalsamFir40260		
OG0088366	BalsamFir40297		
OG0088367	BalsamFir40305		
OG0088368	BalsamFir40312		
OG0088369	BalsamFir40332		
OG0088370	BalsamFir40351		
OG0088371	BalsamFir40366		
OG0088372	BalsamFir40377		
OG0088373	BalsamFir40393		
OG0088374	BalsamFir40404		
OG0088375	BalsamFir40409		
OG0088376	BalsamFir40412		
OG0088377	BalsamFir40416		
OG0088378	BalsamFir40424		
OG0088379	BalsamFir40433		
OG0088380	BalsamFir40439		
OG0088381	BalsamFir40447		
OG0088382	BalsamFir40451		
OG0088383	BalsamFir40455		
OG0088384	BalsamFir40464		
OG0088385	BalsamFir40477		
OG0088386	BalsamFir40480		
OG0088387	BalsamFir40483		
OG0088388	BalsamFir40485		
OG0088389	BalsamFir40489		
OG0088390	BalsamFir40491		
OG0088391	BalsamFir40501		
OG0088392	BalsamFir40508		
OG0088393	BalsamFir40513		
OG0088394	BalsamFir40528		
OG0088395	BalsamFir40535		
OG0088396	BalsamFir40553		
OG0088397	BalsamFir40556		
OG0088398	BalsamFir40572		
OG0088399	BalsamFir40573		
OG0088400	BalsamFir40589		
OG0088401	BalsamFir40627		
OG0088402	BalsamFir40647		
OG0088403	BalsamFir40651		
OG0088404	BalsamFir40662		
OG0088405	BalsamFir40669		
OG0088406	BalsamFir40705		
OG0088407	BalsamFir40709		
OG0088408	BalsamFir40715		
OG0088409	BalsamFir40722		
OG0088410	BalsamFir40726		
OG0088411	BalsamFir40728		
OG0088412	BalsamFir40740		
OG0088413	BalsamFir40759		
OG0088414	BalsamFir40760		
OG0088415	BalsamFir40775		
OG0088416	BalsamFir40780		
OG0088417	BalsamFir40809		
OG0088418	BalsamFir40817		
OG0088419	BalsamFir40833		
OG0088420	BalsamFir40853		
OG0088421	BalsamFir40883		
OG0088422	BalsamFir40896		
OG0088423	BalsamFir40912		
OG0088424	BalsamFir40936		
OG0088425	BalsamFir40951		
OG0088426	BalsamFir40954		
OG0088427	BalsamFir40973		
OG0088428	BalsamFir40974		
OG0088429	BalsamFir40993		
OG0088430	BalsamFir41008		
OG0088431	BalsamFir41035		
OG0088432	BalsamFir41043		
OG0088433	BalsamFir41044		
OG0088434	BalsamFir41066		
OG0088435	BalsamFir41067		
OG0088436	BalsamFir41082		
OG0088437	BalsamFir41092		
OG0088438	BalsamFir41103		
OG0088439	BalsamFir41122		
OG0088440	BalsamFir41124		
OG0088441	BalsamFir41125		
OG0088442	BalsamFir41203		
OG0088443	BalsamFir41227		
OG0088444	BalsamFir41233		
OG0088445	BalsamFir41249		
OG0088446	BalsamFir41252		
OG0088447	BalsamFir41253		
OG0088448	BalsamFir41267		
OG0088449	BalsamFir41270		
OG0088450	BalsamFir41274		
OG0088451	BalsamFir41293		
OG0088452	BalsamFir41351		
OG0088453	BalsamFir41367		
OG0088454	BalsamFir41373		
OG0088455	BalsamFir41379		
OG0088456	BalsamFir41385		
OG0088457	BalsamFir41388		
OG0088458	BalsamFir41421		
OG0088459	BalsamFir41431		
OG0088460	BalsamFir41463		
OG0088461	BalsamFir41471		
OG0088462	BalsamFir41476		
OG0088463	BalsamFir41495		
OG0088464	BalsamFir41496		
OG0088465	BalsamFir41499		
OG0088466	BalsamFir41512		
OG0088467	BalsamFir41528		
OG0088468	BalsamFir41534		
OG0088469	BalsamFir41552		
OG0088470	BalsamFir41558		
OG0088471	BalsamFir41572		
OG0088472	BalsamFir41577		
OG0088473	BalsamFir41606		
OG0088474	BalsamFir41609		
OG0088475	BalsamFir41614		
OG0088476	BalsamFir41628		
OG0088477	BalsamFir41632		
OG0088478	BalsamFir41641		
OG0088479	BalsamFir41648		
OG0088480	BalsamFir41655		
OG0088481	BalsamFir41663		
OG0088482	BalsamFir41664		
OG0088483	BalsamFir41673		
OG0088484	BalsamFir41687		
OG0088485	BalsamFir41694		
OG0088486	BalsamFir41756		
OG0088487	BalsamFir41785		
OG0088488	BalsamFir41802		
OG0088489	BalsamFir41839		
OG0088490	BalsamFir41854		
OG0088491	BalsamFir41857		
OG0088492	BalsamFir41875		
OG0088493	BalsamFir41913		
OG0088494	BalsamFir41931		
OG0088495	BalsamFir41950		
OG0088496	BalsamFir41960		
OG0088497	BalsamFir41961		
OG0088498	BalsamFir41966		
OG0088499	BalsamFir41977		
OG0088500	BalsamFir41980		
OG0088501	BalsamFir41988		
OG0088502	BalsamFir41997		
OG0088503	BalsamFir42014		
OG0088504	BalsamFir42039		
OG0088505	BalsamFir42070		
OG0088506	BalsamFir42084		
OG0088507	BalsamFir42085		
OG0088508	BalsamFir42098		
OG0088509	BalsamFir42100		
OG0088510	BalsamFir42129		
OG0088511	BalsamFir42135		
OG0088512	BalsamFir42140		
OG0088513	BalsamFir42151		
OG0088514	BalsamFir42152		
OG0088515	BalsamFir42173		
OG0088516	BalsamFir42174		
OG0088517	BalsamFir42181		
OG0088518	BalsamFir42182		
OG0088519	BalsamFir42206		
OG0088520	BalsamFir42230		
OG0088521	BalsamFir42234		
OG0088522	BalsamFir42235		
OG0088523	BalsamFir42236		
OG0088524	BalsamFir42239		
OG0088525	BalsamFir42268		
OG0088526	BalsamFir42270		
OG0088527	BalsamFir42272		
OG0088528	BalsamFir42305		
OG0088529	BalsamFir42307		
OG0088530	BalsamFir42309		
OG0088531	BalsamFir42316		
OG0088532	BalsamFir42320		
OG0088533	BalsamFir42335		
OG0088534	BalsamFir42345		
OG0088535	BalsamFir42357		
OG0088536	BalsamFir42359		
OG0088537	BalsamFir42363		
OG0088538	BalsamFir42383		
OG0088539	BalsamFir42386		
OG0088540	BalsamFir42387		
OG0088541	BalsamFir42400		
OG0088542	BalsamFir42425		
OG0088543	BalsamFir42441		
OG0088544	BalsamFir42463		
OG0088545	BalsamFir42465		
OG0088546	BalsamFir42475		
OG0088547	BalsamFir42477		
OG0088548	BalsamFir42486		
OG0088549	BalsamFir42492		
OG0088550	BalsamFir42497		
OG0088551	BalsamFir42524		
OG0088552	BalsamFir42536		
OG0088553	BalsamFir42542		
OG0088554	BalsamFir42543		
OG0088555	BalsamFir42544		
OG0088556	BalsamFir42553		
OG0088557	BalsamFir42573		
OG0088558	BalsamFir42577		
OG0088559	BalsamFir42592		
OG0088560	BalsamFir42603		
OG0088561	BalsamFir42610		
OG0088562	BalsamFir42621		
OG0088563	BalsamFir42656		
OG0088564	BalsamFir42671		
OG0088565	BalsamFir42673		
OG0088566	BalsamFir42689		
OG0088567	BalsamFir42693		
OG0088568	BalsamFir42694		
OG0088569	BalsamFir42695		
OG0088570	BalsamFir42724		
OG0088571	BalsamFir42736		
OG0088572	BalsamFir42743		
OG0088573	BalsamFir42745		
OG0088574	BalsamFir42746		
OG0088575	BalsamFir42761		
OG0088576	BalsamFir42765		
OG0088577	BalsamFir42772		
OG0088578	BalsamFir42794		
OG0088579	BalsamFir42808		
OG0088580	BalsamFir42832		
OG0088581	BalsamFir42837		
OG0088582	BalsamFir42846		
OG0088583	BalsamFir42865		
OG0088584	BalsamFir42871		
OG0088585	BalsamFir42885		
OG0088586	BalsamFir42895		
OG0088587	BalsamFir42896		
OG0088588	BalsamFir42912		
OG0088589	BalsamFir42931		
OG0088590	BalsamFir42937		
OG0088591	BalsamFir42942		
OG0088592	BalsamFir42944		
OG0088593	BalsamFir42954		
OG0088594	BalsamFir42979		
OG0088595	BalsamFir42986		
OG0088596	BalsamFir42997		
OG0088597	BalsamFir43006		
OG0088598	BalsamFir43011		
OG0088599	BalsamFir43021		
OG0088600	BalsamFir43041		
OG0088601	BalsamFir43044		
OG0088602	BalsamFir43057		
OG0088603	BalsamFir43060		
OG0088604	BalsamFir43062		
OG0088605	BalsamFir43073		
OG0088606	BalsamFir43133		
OG0088607	BalsamFir43151		
OG0088608	BalsamFir43153		
OG0088609	BalsamFir43179		
OG0088610	BalsamFir43189		
OG0088611	BalsamFir43190		
OG0088612	BalsamFir43203		
OG0088613	BalsamFir43207		
OG0088614	BalsamFir43240		
OG0088615	BalsamFir43255		
OG0088616	BalsamFir43265		
OG0088617	BalsamFir43267		
OG0088618	BalsamFir43282		
OG0088619	BalsamFir43283		
OG0088620	BalsamFir43298		
OG0088621	BalsamFir43344		
OG0088622	BalsamFir43346		
OG0088623	BalsamFir43390		
OG0088624	BalsamFir43401		
OG0088625	BalsamFir43405		
OG0088626	BalsamFir43413		
OG0088627	BalsamFir43416		
OG0088628	BalsamFir43436		
OG0088629	BalsamFir43447		
OG0088630	BalsamFir43458		
OG0088631	BalsamFir43466		
OG0088632	BalsamFir43485		
OG0088633	BalsamFir43534		
OG0088634	BalsamFir43543		
OG0088635	BalsamFir43561		
OG0088636	BalsamFir43572		
OG0088637	BalsamFir43583		
OG0088638	BalsamFir43589		
OG0088639	BalsamFir43598		
OG0088640	BalsamFir43608		
OG0088641	BalsamFir43627		
OG0088642	BalsamFir43640		
OG0088643	BalsamFir43643		
OG0088644	BalsamFir43647		
OG0088645	BalsamFir43655		
OG0088646	BalsamFir43669		
OG0088647	BalsamFir43673		
OG0088648	BalsamFir43676		
OG0088649	BalsamFir43698		
OG0088650	BalsamFir43766		
OG0088651	BalsamFir43811		
OG0088652	BalsamFir43815		
OG0088653	BalsamFir43848		
OG0088654	BalsamFir43856		
OG0088655	BalsamFir43862		
OG0088656	BalsamFir43876		
OG0088657	BalsamFir43881		
OG0088658	BalsamFir43898		
OG0088659	BalsamFir43913		
OG0088660	BalsamFir43918		
